Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,Subjective_Score,Balanced_Score,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr
mband_log_N4_F25_O25_FL0p7,log,4,25,25,0.7,1,0.4778,0.6989,0.5883,1.6501,0.7305,8.2265,3.4943
mband_log_N4_F25_O25_FL0p8,log,4,25,25,0.8,1,0.4758,0.6951,0.5855,1.6348,0.7321,8.3128,3.4755
mband_log_N4_F25_O50_FL0p001,log,4,25,50,0.001,1,0.4973,0.6987,0.598,1.7473,0.7299,9.431,3.4937
mband_log_N4_F25_O50_FL0p3,log,4,25,50,0.3,1,0.5085,0.7027,0.6056,1.8001,0.7389,9.9818,3.5136
mband_log_N4_F25_O50_FL0p5,log,4,25,50,0.5,1,0.5093,0.6879,0.5986,1.8047,0.7424,9.8916,3.4397
mband_log_N4_F25_O50_FL0p7,log,4,25,50,0.7,1,0.5136,0.6994,0.6065,1.8217,0.7434,10.3278,3.4969
mband_log_N4_F25_O50_FL0p8,log,4,25,50,0.8,1,0.5135,0.6717,0.5926,1.8232,0.7411,10.2899,3.3587
mband_log_N4_F25_O75_FL0p001,log,4,25,75,0.001,1,0.5142,0.6409,0.5775,1.8309,0.7327,10.3916,3.2043
mband_log_N4_F25_O75_FL0p3,log,4,25,75,0.3,1,0.5247,0.6345,0.5796,1.8711,0.7474,11.1839,3.1725
mband_log_N4_F25_O75_FL0p5,log,4,25,75,0.5,1,0.5237,0.6617,0.5927,1.8641,0.7427,11.3651,3.3083
mband_log_N4_F25_O75_FL0p7,log,4,25,75,0.7,1,0.5263,0.6409,0.5836,1.8763,0.7439,11.5211,3.2047
mband_log_N4_F25_O75_FL0p8,log,4,25,75,0.8,1,0.527,0.6376,0.5823,1.8789,0.7484,11.4777,3.1879
mband_log_N4_F8_O25_FL0p001,log,4,8,25,0.001,1,0.4804,0.6245,0.5524,1.6378,0.7219,9.8332,3.1225
mband_log_N4_F8_O25_FL0p3,log,4,8,25,0.3,1,0.4973,0.6289,0.5631,1.7175,0.7416,10.4933,3.1447
mband_log_N4_F8_O25_FL0p5,log,4,8,25,0.5,1,0.4996,0.6403,0.57,1.7301,0.7436,10.5352,3.2016
mband_log_N4_F8_O25_FL0p7,log,4,8,25,0.7,1,0.4997,0.6419,0.5708,1.7256,0.7441,10.764,3.2093
mband_log_N4_F8_O25_FL0p8,log,4,8,25,0.8,1,0.4994,0.6284,0.5639,1.726,0.7411,10.7315,3.1419
mband_log_N4_F8_O50_FL0p001,log,4,8,50,0.001,1,0.5101,0.6341,0.5721,1.7985,0.7318,10.7462,3.1705
mband_log_N4_F8_O50_FL0p3,log,4,8,50,0.3,1,0.5187,0.6348,0.5768,1.8391,0.7398,11.1519,3.1741
mband_log_N4_F8_O50_FL0p5,log,4,8,50,0.5,1,0.524,0.6475,0.5857,1.8626,0.7467,11.3852,3.2373
mband_log_N4_F8_O50_FL0p7,log,4,8,50,0.7,1,0.5226,0.6349,0.5788,1.8596,0.7406,11.3164,3.1743
mband_log_N4_F8_O50_FL0p8,log,4,8,50,0.8,1,0.5231,0.6405,0.5818,1.8582,0.7439,11.4301,3.2023
mband_log_N4_F8_O75_FL0p001,log,4,8,75,0.001,1,0.516,0.6382,0.5771,1.8266,0.7338,11.1056,3.1908
mband_log_N4_F8_O75_FL0p3,log,4,8,75,0.3,1,0.5273,0.6342,0.5807,1.8778,0.7431,11.7628,3.1709
mband_log_N4_F8_O75_FL0p5,log,4,8,75,0.5,1,0.5278,0.64,0.5839,1.8758,0.7467,11.9138,3.2001
mband_log_N4_F8_O75_FL0p7,log,4,8,75,0.7,1,0.5281,0.6197,0.5739,1.8803,0.7448,11.8323,3.0987
mband_log_N4_F8_O75_FL0p8,log,4,8,75,0.8,1,0.5278,0.6289,0.5783,1.8708,0.7518,11.9815,3.1445
mband_log_N8_F20_O25_FL0p001,log,8,20,25,0.001,1,0.4769,0.702,0.5894,1.645,0.727,8.2915,3.5098
mband_log_N8_F20_O25_FL0p3,log,8,20,25,0.3,1,0.4877,0.7117,0.5997,1.6941,0.7381,8.8547,3.5583
mband_log_N8_F20_O25_FL0p5,log,8,20,25,0.5,1,0.4889,0.7017,0.5953,1.7,0.7377,8.9289,3.5085
mband_log_N8_F20_O25_FL0p7,log,8,20,25,0.7,1,0.4883,0.6933,0.5908,1.694,0.7383,9.0143,3.4665
mband_log_N8_F20_O25_FL0p8,log,8,20,25,0.8,1,0.4884,0.6846,0.5865,1.699,0.7362,8.8717,3.4228
mband_log_N8_F20_O50_FL0p001,log,8,20,50,0.001,1,0.5111,0.6812,0.5961,1.8206,0.7354,9.8676,3.4061
mband_log_N8_F20_O50_FL0p3,log,8,20,50,0.3,1,0.5197,0.6716,0.5957,1.8592,0.7419,10.4085,3.3582
mband_log_N8_F20_O50_FL0p5,log,8,20,50,0.5,1,0.5195,0.6806,0.6,1.8513,0.7454,10.6218,3.4031
mband_log_N8_F20_O50_FL0p7,log,8,20,50,0.7,1,0.5229,0.6893,0.6061,1.8732,0.7423,10.6762,3.4467
mband_log_N8_F20_O50_FL0p8,log,8,20,50,0.8,1,0.5233,0.6743,0.5988,1.8698,0.7474,10.8154,3.3716
mband_log_N8_F20_O75_FL0p001,log,8,20,75,0.001,1,0.5176,0.6218,0.5697,1.8427,0.7405,10.6186,3.1089
mband_log_N8_F20_O75_FL0p3,log,8,20,75,0.3,1,0.5257,0.6358,0.5808,1.8787,0.7433,11.2463,3.1792
mband_log_N8_F20_O75_FL0p5,log,8,20,75,0.5,1,0.5296,0.6484,0.589,1.8961,0.7473,11.4488,3.242
mband_log_N8_F20_O75_FL0p7,log,8,20,75,0.7,1,0.5325,0.6347,0.5836,1.9065,0.7484,11.7905,3.1737
mband_log_N8_F20_O75_FL0p8,log,8,20,75,0.8,1,0.5309,0.6339,0.5824,1.8961,0.7465,11.8747,3.1696
mband_log_N8_F25_O25_FL0p001,log,8,25,25,0.001,1,0.4688,0.6876,0.5782,1.6048,0.7248,7.8661,3.438
mband_log_N8_F25_O25_FL0p3,log,8,25,25,0.3,1,0.4762,0.7029,0.5895,1.6464,0.7294,7.943,3.5146
mband_log_N8_F25_O25_FL0p5,log,8,25,25,0.5,1,0.4781,0.7015,0.5898,1.6468,0.7356,8.3134,3.5077
mband_log_N8_F25_O25_FL0p7,log,8,25,25,0.7,1,0.4783,0.6893,0.5838,1.6478,0.7367,8.3011,3.4463
mband_log_N8_F25_O25_FL0p8,log,8,25,25,0.8,1,0.4775,0.699,0.5883,1.6447,0.7343,8.2764,3.4951
mband_log_N8_F25_O50_FL0p001,log,8,25,50,0.001,1,0.4981,0.6816,0.5899,1.7519,0.7315,9.4031,3.408
mband_log_N8_F25_O50_FL0p3,log,8,25,50,0.3,1,0.5072,0.7024,0.6048,1.7917,0.7398,9.9542,3.5119
mband_log_N8_F25_O50_FL0p5,log,8,25,50,0.5,1,0.5112,0.684,0.5976,1.8142,0.7391,10.1164,3.4198
mband_log_N8_F25_O50_FL0p7,log,8,25,50,0.7,1,0.5099,0.6854,0.5976,1.8005,0.7428,10.2555,3.4271
mband_log_N8_F25_O50_FL0p8,log,8,25,50,0.8,1,0.515,0.6773,0.5962,1.8302,0.7447,10.3091,3.3866
mband_log_N8_F25_O75_FL0p001,log,8,25,75,0.001,1,0.5178,0.6486,0.5832,1.8499,0.7375,10.422,3.2431
mband_log_N8_F25_O75_FL0p3,log,8,25,75,0.3,1,0.5201,0.6645,0.5923,1.8484,0.7387,11.143,3.3223
mband_log_N8_F25_O75_FL0p5,log,8,25,75,0.5,1,0.5248,0.6481,0.5865,1.8692,0.7437,11.4226,3.2407
mband_log_N8_F25_O75_FL0p7,log,8,25,75,0.7,1,0.5295,0.6729,0.6012,1.8937,0.7481,11.5227,3.3647
mband_log_N8_F25_O75_FL0p8,log,8,25,75,0.8,1,0.5286,0.6582,0.5934,1.8884,0.7469,11.5311,3.2911
mband_log_N8_F8_O25_FL0p001,log,8,8,25,0.001,1,0.4818,0.6375,0.5596,1.6422,0.7288,9.8442,3.1875
mband_log_N8_F8_O25_FL0p3,log,8,8,25,0.3,1,0.4973,0.6409,0.5691,1.7216,0.7359,10.4921,3.2047
mband_log_N8_F8_O25_FL0p5,log,8,8,25,0.5,1,0.4986,0.6282,0.5634,1.7233,0.7406,10.6381,3.1408
mband_log_N8_F8_O25_FL0p7,log,8,8,25,0.7,1,0.4994,0.6371,0.5683,1.7265,0.7429,10.6614,3.1856
mband_log_N8_F8_O25_FL0p8,log,8,8,25,0.8,1,0.5024,0.6308,0.5666,1.7381,0.7491,10.8195,3.1538
mband_log_N8_F8_O50_FL0p001,log,8,8,50,0.001,1,0.5053,0.6464,0.5758,1.7752,0.7287,10.5087,3.2319
mband_log_N8_F8_O50_FL0p3,log,8,8,50,0.3,1,0.5192,0.6457,0.5825,1.8438,0.7389,11.1039,3.2285
mband_log_N8_F8_O50_FL0p5,log,8,8,50,0.5,1,0.519,0.6427,0.5809,1.8366,0.7429,11.2575,3.2137
mband_log_N8_F8_O50_FL0p7,log,8,8,50,0.7,1,0.5259,0.6431,0.5845,1.8718,0.7444,11.6022,3.2157
mband_log_N8_F8_O50_FL0p8,log,8,8,50,0.8,1,0.5212,0.6513,0.5863,1.8477,0.7447,11.3264,3.2567
mband_log_N8_F8_O75_FL0p001,log,8,8,75,0.001,1,0.5202,0.6313,0.5757,1.8469,0.7357,11.3509,3.1563
mband_log_N8_F8_O75_FL0p3,log,8,8,75,0.3,1,0.527,0.6282,0.5776,1.8787,0.7438,11.6027,3.1412
mband_log_N8_F8_O75_FL0p5,log,8,8,75,0.5,1,0.526,0.6423,0.5842,1.8727,0.7432,11.6269,3.2117
mband_log_N8_F8_O75_FL0p7,log,8,8,75,0.7,1,0.5295,0.6322,0.5809,1.8876,0.7479,11.8029,3.1612
mband_log_N8_F8_O75_FL0p8,log,8,8,75,0.8,1,0.5276,0.6259,0.5767,1.8724,0.7486,11.9336,3.1294
mband_mel_N16_F20_O25_FL0p001,mel,16,20,25,0.001,1,0.4779,0.6991,0.5885,1.6429,0.7311,8.5817,3.4957
mband_mel_N16_F20_O25_FL0p3,mel,16,20,25,0.3,1,0.4844,0.6901,0.5872,1.6732,0.7405,8.7791,3.4503
mband_mel_N16_F20_O25_FL0p5,mel,16,20,25,0.5,1,0.4873,0.7066,0.5969,1.687,0.741,8.9782,3.5328
mband_mel_N16_F20_O25_FL0p7,mel,16,20,25,0.7,1,0.4882,0.6883,0.5882,1.6947,0.739,8.9377,3.4413
mband_mel_N16_F20_O25_FL0p8,mel,16,20,25,0.8,1,0.491,0.6939,0.5925,1.7099,0.7387,9.0743,3.4695
mband_mel_N16_F20_O50_FL0p001,mel,16,20,50,0.001,1,0.5076,0.6734,0.5905,1.7889,0.7396,10.2288,3.3672
mband_mel_N16_F20_O50_FL0p3,mel,16,20,50,0.3,1,0.5168,0.6847,0.6007,1.8361,0.7431,10.6063,3.4235
mband_mel_N16_F20_O50_FL0p5,mel,16,20,50,0.5,1,0.5174,0.6694,0.5934,1.8379,0.7461,10.6162,3.347
mband_mel_N16_F20_O50_FL0p7,mel,16,20,50,0.7,1,0.5207,0.6735,0.5971,1.8567,0.7466,10.6886,3.3673
mband_mel_N16_F20_O50_FL0p8,mel,16,20,50,0.8,1,0.5191,0.6744,0.5967,1.8521,0.7426,10.5497,3.3719
mband_mel_N16_F20_O75_FL0p001,mel,16,20,75,0.001,1,0.5184,0.6256,0.572,1.8414,0.7392,10.9431,3.128
mband_mel_N16_F20_O75_FL0p3,mel,16,20,75,0.3,1,0.5278,0.6427,0.5853,1.8912,0.7404,11.3541,3.2137
mband_mel_N16_F20_O75_FL0p5,mel,16,20,75,0.5,1,0.5278,0.6444,0.5861,1.8859,0.7464,11.4125,3.2222
mband_mel_N16_F20_O75_FL0p7,mel,16,20,75,0.7,1,0.527,0.6353,0.5812,1.8762,0.7498,11.5597,3.1764
mband_mel_N16_F20_O75_FL0p8,mel,16,20,75,0.8,1,0.528,0.6484,0.5882,1.8795,0.7452,11.8321,3.2418
mband_mel_N16_F25_O25_FL0p001,mel,16,25,25,0.001,1,0.4667,0.6979,0.5823,1.5933,0.7252,7.7889,3.4895
mband_mel_N16_F25_O25_FL0p3,mel,16,25,25,0.3,1,0.4762,0.7021,0.5892,1.6392,0.7316,8.2302,3.5107
mband_mel_N16_F25_O25_FL0p5,mel,16,25,25,0.5,1,0.4756,0.7046,0.5901,1.6351,0.7317,8.2425,3.5229
mband_mel_N16_F25_O25_FL0p7,mel,16,25,25,0.7,1,0.478,0.6887,0.5834,1.6487,0.7326,8.2897,3.4436
mband_mel_N16_F25_O25_FL0p8,mel,16,25,25,0.8,1,0.4775,0.6855,0.5815,1.6435,0.7334,8.3556,3.4276
mband_mel_N16_F25_O50_FL0p001,mel,16,25,50,0.001,1,0.5023,0.6741,0.5882,1.7685,0.7397,9.6247,3.3706
mband_mel_N16_F25_O50_FL0p3,mel,16,25,50,0.3,1,0.5101,0.6859,0.598,1.8057,0.7415,10.0995,3.4295
mband_mel_N16_F25_O50_FL0p5,mel,16,25,50,0.5,1,0.5116,0.6918,0.6017,1.8152,0.7403,10.1465,3.4589
mband_mel_N16_F25_O50_FL0p7,mel,16,25,50,0.7,1,0.5125,0.6794,0.5959,1.816,0.744,10.2609,3.3969
mband_mel_N16_F25_O50_FL0p8,mel,16,25,50,0.8,1,0.5142,0.6954,0.6048,1.8173,0.7521,10.4738,3.4771
mband_mel_N16_F25_O75_FL0p001,mel,16,25,75,0.001,1,0.515,0.6405,0.5778,1.8295,0.7356,10.6297,3.2023
mband_mel_N16_F25_O75_FL0p3,mel,16,25,75,0.3,1,0.5237,0.6455,0.5846,1.8663,0.7466,11.1193,3.2277
mband_mel_N16_F25_O75_FL0p5,mel,16,25,75,0.5,1,0.5237,0.6499,0.5868,1.8614,0.7463,11.3847,3.2495
mband_mel_N16_F25_O75_FL0p7,mel,16,25,75,0.7,1,0.5311,0.669,0.6001,1.8979,0.7488,11.7804,3.3449
mband_mel_N16_F25_O75_FL0p8,mel,16,25,75,0.8,1,0.528,0.657,0.5925,1.882,0.7506,11.5602,3.2848
mband_mel_N16_F8_O25_FL0p001,mel,16,8,25,0.001,1,0.4828,0.6279,0.5554,1.641,0.73,10.1768,3.1397
mband_mel_N16_F8_O25_FL0p3,mel,16,8,25,0.3,1,0.4955,0.6186,0.557,1.7088,0.736,10.5352,3.093
mband_mel_N16_F8_O25_FL0p5,mel,16,8,25,0.5,1,0.5002,0.6469,0.5735,1.7312,0.7427,10.6795,3.2343
mband_mel_N16_F8_O25_FL0p7,mel,16,8,25,0.7,1,0.5005,0.6302,0.5653,1.7331,0.7438,10.633,3.151
mband_mel_N16_F8_O25_FL0p8,mel,16,8,25,0.8,1,0.5003,0.637,0.5687,1.7321,0.7431,10.6718,3.1852
mband_mel_N16_F8_O50_FL0p001,mel,16,8,50,0.001,1,0.5063,0.6412,0.5738,1.7694,0.7353,10.9134,3.2059
mband_mel_N16_F8_O50_FL0p3,mel,16,8,50,0.3,1,0.5191,0.6431,0.5811,1.8324,0.7446,11.4254,3.2156
mband_mel_N16_F8_O50_FL0p5,mel,16,8,50,0.5,1,0.5224,0.6473,0.5849,1.8531,0.744,11.4655,3.2366
mband_mel_N16_F8_O50_FL0p7,mel,16,8,50,0.7,1,0.5234,0.657,0.5902,1.8613,0.7435,11.3789,3.2852
mband_mel_N16_F8_O50_FL0p8,mel,16,8,50,0.8,1,0.5217,0.6405,0.5811,1.8487,0.7459,11.3998,3.2025
mband_mel_N16_F8_O75_FL0p001,mel,16,8,75,0.001,1,0.5169,0.6308,0.5739,1.8236,0.7373,11.4203,3.1541
mband_mel_N16_F8_O75_FL0p3,mel,16,8,75,0.3,1,0.5252,0.6226,0.5739,1.865,0.7435,11.7247,3.1132
mband_mel_N16_F8_O75_FL0p5,mel,16,8,75,0.5,1,0.5256,0.6276,0.5766,1.8665,0.7442,11.7724,3.1379
mband_mel_N16_F8_O75_FL0p7,mel,16,8,75,0.7,1,0.5245,0.6207,0.5726,1.8627,0.7458,11.5651,3.1035
mband_mel_N16_F8_O75_FL0p8,mel,16,8,75,0.8,1,0.5258,0.633,0.5794,1.8624,0.747,11.9423,3.1649
mband_mel_N4_F20_O25_FL0p001,mel,4,20,25,0.001,1,0.4754,0.6971,0.5863,1.6324,0.7292,8.4032,3.4855
mband_mel_N4_F20_O25_FL0p3,mel,4,20,25,0.3,1,0.4869,0.7109,0.5989,1.6871,0.7384,8.9314,3.5546
mband_mel_N4_F20_O25_FL0p5,mel,4,20,25,0.5,1,0.4871,0.7081,0.5976,1.6899,0.734,9.0007,3.5407
mband_mel_N4_F20_O25_FL0p7,mel,4,20,25,0.7,1,0.4894,0.6867,0.588,1.7068,0.7329,8.9041,3.4333
mband_mel_N4_F20_O25_FL0p8,mel,4,20,25,0.8,1,0.4916,0.6954,0.5935,1.7117,0.7401,9.1189,3.4768
mband_mel_N4_F20_O50_FL0p001,mel,4,20,50,0.001,1,0.5079,0.6866,0.5972,1.7946,0.736,10.1417,3.4328
mband_mel_N4_F20_O50_FL0p3,mel,4,20,50,0.3,1,0.5156,0.6997,0.6077,1.8312,0.7435,10.4881,3.4986
mband_mel_N4_F20_O50_FL0p5,mel,4,20,50,0.5,1,0.5197,0.6808,0.6003,1.8569,0.7392,10.6126,3.4038
mband_mel_N4_F20_O50_FL0p7,mel,4,20,50,0.7,1,0.5244,0.6812,0.6028,1.8747,0.7499,10.8343,3.406
mband_mel_N4_F20_O50_FL0p8,mel,4,20,50,0.8,1,0.5192,0.6901,0.6046,1.8498,0.7452,10.6048,3.4505
mband_mel_N4_F20_O75_FL0p001,mel,4,20,75,0.001,1,0.5202,0.6254,0.5728,1.85,0.7459,10.8715,3.1269
mband_mel_N4_F20_O75_FL0p3,mel,4,20,75,0.3,1,0.5299,0.6445,0.5872,1.893,0.7505,11.5842,3.2227
mband_mel_N4_F20_O75_FL0p5,mel,4,20,75,0.5,1,0.531,0.6469,0.589,1.8984,0.752,11.6276,3.2346
mband_mel_N4_F20_O75_FL0p7,mel,4,20,75,0.7,1,0.5325,0.6511,0.5918,1.9032,0.7484,11.9553,3.2556
mband_mel_N4_F20_O75_FL0p8,mel,4,20,75,0.8,1,0.5311,0.6448,0.588,1.8985,0.7505,11.6941,3.2241
mband_mel_N4_F25_O25_FL0p001,mel,4,25,25,0.001,1,0.4676,0.6786,0.5731,1.5941,0.7285,7.9239,3.3928
mband_mel_N4_F25_O25_FL0p3,mel,4,25,25,0.3,1,0.4734,0.6992,0.5863,1.6238,0.7312,8.1564,3.496
mband_mel_N4_F25_O25_FL0p5,mel,4,25,25,0.5,1,0.4761,0.7032,0.5896,1.6346,0.7344,8.3295,3.516
mband_mel_N4_F25_O25_FL0p7,mel,4,25,25,0.7,1,0.4783,0.6999,0.5891,1.6476,0.7336,8.4112,3.4997
mband_mel_N4_F25_O25_FL0p8,mel,4,25,25,0.8,1,0.4799,0.6996,0.5897,1.6573,0.7334,8.408,3.498
mband_mel_N4_F25_O50_FL0p001,mel,4,25,50,0.001,1,0.5012,0.6862,0.5937,1.7627,0.734,9.7359,3.431
mband_mel_N4_F25_O50_FL0p3,mel,4,25,50,0.3,1,0.5059,0.6901,0.598,1.7849,0.7387,9.9497,3.4506
mband_mel_N4_F25_O50_FL0p5,mel,4,25,50,0.5,1,0.5111,0.6851,0.5981,1.8116,0.7395,10.187,3.4255
mband_mel_N4_F25_O50_FL0p7,mel,4,25,50,0.7,1,0.5113,0.6822,0.5967,1.8102,0.7451,10.1451,3.4108
mband_mel_N4_F25_O50_FL0p8,mel,4,25,50,0.8,1,0.5115,0.6816,0.5965,1.8083,0.7438,10.3396,3.4078
mband_mel_N4_F25_O75_FL0p001,mel,4,25,75,0.001,1,0.5176,0.6355,0.5765,1.8409,0.7354,10.8463,3.1773
mband_mel_N4_F25_O75_FL0p3,mel,4,25,75,0.3,1,0.5238,0.6492,0.5865,1.8648,0.7457,11.2709,3.2461
mband_mel_N4_F25_O75_FL0p5,mel,4,25,75,0.5,1,0.5243,0.6575,0.5909,1.8624,0.7461,11.505,3.2873
mband_mel_N4_F25_O75_FL0p7,mel,4,25,75,0.7,1,0.5262,0.6356,0.5809,1.8744,0.7475,11.4579,3.1778
mband_mel_N4_F25_O75_FL0p8,mel,4,25,75,0.8,1,0.5262,0.6455,0.5858,1.872,0.7489,11.5243,3.2275
mband_mel_N4_F8_O25_FL0p001,mel,4,8,25,0.001,1,0.4845,0.6412,0.5628,1.6497,0.7346,10.117,3.2058
mband_mel_N4_F8_O25_FL0p3,mel,4,8,25,0.3,1,0.4944,0.6211,0.5578,1.706,0.7352,10.3836,3.1057
mband_mel_N4_F8_O25_FL0p5,mel,4,8,25,0.5,1,0.4991,0.6253,0.5622,1.7237,0.7442,10.6732,3.1265
mband_mel_N4_F8_O25_FL0p7,mel,4,8,25,0.7,1,0.4975,0.6185,0.558,1.7189,0.7376,10.6157,3.0926
mband_mel_N4_F8_O25_FL0p8,mel,4,8,25,0.8,1,0.4991,0.6342,0.5667,1.7224,0.7441,10.7435,3.1711
mband_mel_N4_F8_O50_FL0p001,mel,4,8,50,0.001,1,0.5112,0.6478,0.5795,1.8005,0.7312,10.9874,3.239
mband_mel_N4_F8_O50_FL0p3,mel,4,8,50,0.3,1,0.5202,0.6316,0.5759,1.8478,0.7383,11.2291,3.158
mband_mel_N4_F8_O50_FL0p5,mel,4,8,50,0.5,1,0.5195,0.6386,0.579,1.8422,0.7401,11.2105,3.1929
mband_mel_N4_F8_O50_FL0p7,mel,4,8,50,0.7,1,0.5199,0.6416,0.5807,1.844,0.7391,11.2768,3.2081
mband_mel_N4_F8_O50_FL0p8,mel,4,8,50,0.8,1,0.5248,0.63,0.5774,1.8651,0.7419,11.6492,3.1501
mband_mel_N4_F8_O75_FL0p001,mel,4,8,75,0.001,1,0.5174,0.6303,0.5739,1.8315,0.7332,11.3235,3.1514
mband_mel_N4_F8_O75_FL0p3,mel,4,8,75,0.3,1,0.5278,0.6191,0.5734,1.88,0.7441,11.7756,3.0953
mband_mel_N4_F8_O75_FL0p5,mel,4,8,75,0.5,1,0.5269,0.6382,0.5825,1.8753,0.7443,11.7169,3.1912
mband_mel_N4_F8_O75_FL0p7,mel,4,8,75,0.7,1,0.5277,0.636,0.5819,1.8739,0.747,11.9613,3.18
mband_mel_N4_F8_O75_FL0p8,mel,4,8,75,0.8,1,0.5292,0.6293,0.5793,1.885,0.7447,11.9327,3.1467
mband_mel_N8_F20_O25_FL0p001,mel,8,20,25,0.001,1,0.4768,0.6947,0.5857,1.6368,0.7281,8.6365,3.4733
mband_mel_N8_F20_O25_FL0p3,mel,8,20,25,0.3,1,0.4862,0.6934,0.5898,1.683,0.7379,8.9454,3.4672
mband_mel_N8_F20_O25_FL0p5,mel,8,20,25,0.5,1,0.4884,0.6788,0.5836,1.6953,0.7398,8.9456,3.3942
mband_mel_N8_F20_O25_FL0p7,mel,8,20,25,0.7,1,0.4883,0.6776,0.5829,1.6969,0.7357,8.9665,3.3879
mband_mel_N8_F20_O25_FL0p8,mel,8,20,25,0.8,1,0.4903,0.6857,0.588,1.7049,0.7409,9.0373,3.4283
mband_mel_N8_F20_O50_FL0p001,mel,8,20,50,0.001,1,0.5083,0.6759,0.5921,1.7993,0.7391,9.9584,3.3795
mband_mel_N8_F20_O50_FL0p3,mel,8,20,50,0.3,1,0.5156,0.6786,0.5971,1.8277,0.7457,10.5928,3.393
mband_mel_N8_F20_O50_FL0p5,mel,8,20,50,0.5,1,0.5178,0.6903,0.6041,1.8434,0.7408,10.6455,3.4515
mband_mel_N8_F20_O50_FL0p7,mel,8,20,50,0.7,1,0.5193,0.6767,0.598,1.8527,0.7414,10.6294,3.3835
mband_mel_N8_F20_O50_FL0p8,mel,8,20,50,0.8,1,0.5193,0.6799,0.5996,1.8491,0.746,10.6386,3.3994
mband_mel_N8_F20_O75_FL0p001,mel,8,20,75,0.001,1,0.5187,0.6258,0.5723,1.842,0.7417,10.9501,3.1292
mband_mel_N8_F20_O75_FL0p3,mel,8,20,75,0.3,1,0.527,0.645,0.586,1.8772,0.7471,11.5695,3.2251
mband_mel_N8_F20_O75_FL0p5,mel,8,20,75,0.5,1,0.5289,0.6312,0.58,1.8877,0.7447,11.7228,3.1559
mband_mel_N8_F20_O75_FL0p7,mel,8,20,75,0.7,1,0.5317,0.6425,0.5871,1.9012,0.7511,11.7234,3.2124
mband_mel_N8_F20_O75_FL0p8,mel,8,20,75,0.8,1,0.531,0.6338,0.5824,1.8994,0.7471,11.7227,3.1689
mband_mel_N8_F25_O25_FL0p001,mel,8,25,25,0.001,1,0.4661,0.7081,0.5871,1.5844,0.7247,8.028,3.5404
mband_mel_N8_F25_O25_FL0p3,mel,8,25,25,0.3,1,0.4742,0.7054,0.5898,1.6294,0.7317,8.1068,3.5271
mband_mel_N8_F25_O25_FL0p5,mel,8,25,25,0.5,1,0.4765,0.6871,0.5818,1.6423,0.7299,8.2099,3.4353
mband_mel_N8_F25_O25_FL0p7,mel,8,25,25,0.7,1,0.4771,0.6957,0.5864,1.6418,0.7332,8.3324,3.4787
mband_mel_N8_F25_O25_FL0p8,mel,8,25,25,0.8,1,0.4803,0.692,0.5862,1.6586,0.7368,8.3839,3.4599
mband_mel_N8_F25_O50_FL0p001,mel,8,25,50,0.001,1,0.4969,0.6842,0.5905,1.7389,0.733,9.617,3.4208
mband_mel_N8_F25_O50_FL0p3,mel,8,25,50,0.3,1,0.5093,0.685,0.5972,1.8013,0.7421,10.0768,3.4249
mband_mel_N8_F25_O50_FL0p5,mel,8,25,50,0.5,1,0.5115,0.677,0.5942,1.813,0.7407,10.1954,3.3851
mband_mel_N8_F25_O50_FL0p7,mel,8,25,50,0.7,1,0.5099,0.6725,0.5912,1.7992,0.7463,10.2202,3.3626
mband_mel_N8_F25_O50_FL0p8,mel,8,25,50,0.8,1,0.5158,0.6904,0.6031,1.8307,0.7452,10.5007,3.452
mband_mel_N8_F25_O75_FL0p001,mel,8,25,75,0.001,1,0.5157,0.6351,0.5754,1.831,0.7379,10.6913,3.1757
mband_mel_N8_F25_O75_FL0p3,mel,8,25,75,0.3,1,0.5275,0.6577,0.5926,1.8849,0.7494,11.28,3.2883
mband_mel_N8_F25_O75_FL0p5,mel,8,25,75,0.5,1,0.5244,0.6573,0.5908,1.863,0.7467,11.4834,3.2865
mband_mel_N8_F25_O75_FL0p7,mel,8,25,75,0.7,1,0.5283,0.6517,0.59,1.889,0.7425,11.5485,3.2586
mband_mel_N8_F25_O75_FL0p8,mel,8,25,75,0.8,1,0.5241,0.6456,0.5848,1.8627,0.7449,11.4794,3.2278
mband_mel_N8_F8_O25_FL0p001,mel,8,8,25,0.001,1,0.4825,0.6343,0.5584,1.6476,0.7262,9.8892,3.1715
mband_mel_N8_F8_O25_FL0p3,mel,8,8,25,0.3,1,0.4931,0.6368,0.565,1.698,0.7406,10.2075,3.1841
mband_mel_N8_F8_O25_FL0p5,mel,8,8,25,0.5,1,0.4981,0.6243,0.5612,1.7217,0.7411,10.5609,3.1217
mband_mel_N8_F8_O25_FL0p7,mel,8,8,25,0.7,1,0.5002,0.6363,0.5682,1.7308,0.7423,10.6974,3.1814
mband_mel_N8_F8_O25_FL0p8,mel,8,8,25,0.8,1,0.5016,0.6435,0.5726,1.7329,0.7456,10.9462,3.2174
mband_mel_N8_F8_O50_FL0p001,mel,8,8,50,0.001,1,0.5059,0.6413,0.5736,1.7713,0.7283,10.8891,3.2065
mband_mel_N8_F8_O50_FL0p3,mel,8,8,50,0.3,1,0.5153,0.6516,0.5834,1.8206,0.7392,11.0195,3.2578
