Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,DNSMOS_mos_ovr,PESQ,STOI,SI_SDR
mband_log_N8_F25_O75_FL0p7,log,8,25,75,0.7,1,3.3647,1.8937,0.7481,11.5227
mband_log_N8_F25_O75_FL0p8,log,8,25,75,0.8,1,3.2911,1.8884,0.7469,11.5311
mband_log_N8_F8_O25_FL0p001,log,8,8,25,0.001,1,3.1875,1.6422,0.7288,9.8442
mband_log_N8_F8_O25_FL0p3,log,8,8,25,0.3,1,3.2047,1.7216,0.7359,10.4921
mband_log_N8_F8_O25_FL0p5,log,8,8,25,0.5,1,3.1408,1.7233,0.7406,10.6381
mband_log_N8_F8_O25_FL0p7,log,8,8,25,0.7,1,3.1856,1.7265,0.7429,10.6614
mband_log_N8_F8_O25_FL0p8,log,8,8,25,0.8,1,3.1538,1.7381,0.7491,10.8195
mband_log_N8_F8_O50_FL0p001,log,8,8,50,0.001,1,3.2319,1.7752,0.7287,10.5087
mband_log_N8_F8_O50_FL0p3,log,8,8,50,0.3,1,3.2285,1.8438,0.7389,11.1039
mband_log_N8_F8_O50_FL0p5,log,8,8,50,0.5,1,3.2137,1.8366,0.7429,11.2575
mband_log_N8_F8_O50_FL0p7,log,8,8,50,0.7,1,3.2157,1.8718,0.7444,11.6022
mband_log_N8_F8_O50_FL0p8,log,8,8,50,0.8,1,3.2567,1.8477,0.7447,11.3264
mband_log_N8_F8_O75_FL0p001,log,8,8,75,0.001,1,3.1563,1.8469,0.7357,11.3509
mband_log_N8_F8_O75_FL0p3,log,8,8,75,0.3,1,3.1412,1.8787,0.7438,11.6027
mband_log_N8_F8_O75_FL0p5,log,8,8,75,0.5,1,3.2117,1.8727,0.7432,11.6269
mband_log_N8_F8_O75_FL0p7,log,8,8,75,0.7,1,3.1612,1.8876,0.7479,11.8029
mband_log_N8_F8_O75_FL0p8,log,8,8,75,0.8,1,3.1294,1.8724,0.7486,11.9336
mband_mel_N16_F20_O25_FL0p001,mel,16,20,25,0.001,1,3.4957,1.6429,0.7311,8.5817
mband_mel_N16_F20_O25_FL0p3,mel,16,20,25,0.3,1,3.4503,1.6732,0.7405,8.7791
mband_mel_N16_F20_O25_FL0p5,mel,16,20,25,0.5,1,3.5328,1.687,0.741,8.9782
mband_mel_N16_F20_O25_FL0p7,mel,16,20,25,0.7,1,3.4413,1.6947,0.739,8.9377
mband_mel_N16_F20_O25_FL0p8,mel,16,20,25,0.8,1,3.4695,1.7099,0.7387,9.0743
mband_mel_N16_F20_O50_FL0p001,mel,16,20,50,0.001,1,3.3672,1.7889,0.7396,10.2288
mband_mel_N16_F20_O50_FL0p3,mel,16,20,50,0.3,1,3.4235,1.8361,0.7431,10.6063
mband_mel_N16_F20_O50_FL0p5,mel,16,20,50,0.5,1,3.347,1.8379,0.7461,10.6162
mband_mel_N16_F20_O50_FL0p7,mel,16,20,50,0.7,1,3.3673,1.8567,0.7466,10.6886
mband_mel_N16_F20_O50_FL0p8,mel,16,20,50,0.8,1,3.3719,1.8521,0.7426,10.5497
mband_mel_N16_F20_O75_FL0p001,mel,16,20,75,0.001,1,3.128,1.8414,0.7392,10.9431
mband_mel_N16_F20_O75_FL0p3,mel,16,20,75,0.3,1,3.2137,1.8912,0.7404,11.3541
mband_mel_N16_F20_O75_FL0p5,mel,16,20,75,0.5,1,3.2222,1.8859,0.7464,11.4125
mband_mel_N16_F20_O75_FL0p7,mel,16,20,75,0.7,1,3.1764,1.8762,0.7498,11.5597
mband_mel_N16_F20_O75_FL0p8,mel,16,20,75,0.8,1,3.2418,1.8795,0.7452,11.8321
mband_mel_N16_F25_O25_FL0p001,mel,16,25,25,0.001,1,3.4895,1.5933,0.7252,7.7889
mband_mel_N16_F25_O25_FL0p3,mel,16,25,25,0.3,1,3.5107,1.6392,0.7316,8.2302
mband_mel_N16_F25_O25_FL0p5,mel,16,25,25,0.5,1,3.5229,1.6351,0.7317,8.2425
mband_mel_N16_F25_O25_FL0p7,mel,16,25,25,0.7,1,3.4436,1.6487,0.7326,8.2897
mband_mel_N16_F25_O25_FL0p8,mel,16,25,25,0.8,1,3.4276,1.6435,0.7334,8.3556
mband_mel_N16_F25_O50_FL0p001,mel,16,25,50,0.001,1,3.3706,1.7685,0.7397,9.6247
mband_mel_N16_F25_O50_FL0p3,mel,16,25,50,0.3,1,3.4295,1.8057,0.7415,10.0995
mband_mel_N16_F25_O50_FL0p5,mel,16,25,50,0.5,1,3.4589,1.8152,0.7403,10.1465
mband_mel_N16_F25_O50_FL0p7,mel,16,25,50,0.7,1,3.3969,1.816,0.744,10.2609
mband_mel_N16_F25_O50_FL0p8,mel,16,25,50,0.8,1,3.4771,1.8173,0.7521,10.4738
mband_mel_N16_F25_O75_FL0p001,mel,16,25,75,0.001,1,3.2023,1.8295,0.7356,10.6297
mband_mel_N16_F25_O75_FL0p3,mel,16,25,75,0.3,1,3.2277,1.8663,0.7466,11.1193
mband_mel_N16_F25_O75_FL0p5,mel,16,25,75,0.5,1,3.2495,1.8614,0.7463,11.3847
mband_mel_N16_F25_O75_FL0p7,mel,16,25,75,0.7,1,3.3449,1.8979,0.7488,11.7804
mband_mel_N16_F25_O75_FL0p8,mel,16,25,75,0.8,1,3.2848,1.882,0.7506,11.5602
mband_mel_N16_F8_O25_FL0p001,mel,16,8,25,0.001,1,3.1397,1.641,0.73,10.1768
mband_mel_N16_F8_O25_FL0p3,mel,16,8,25,0.3,1,3.093,1.7088,0.736,10.5352
mband_mel_N16_F8_O25_FL0p5,mel,16,8,25,0.5,1,3.2343,1.7312,0.7427,10.6795
mband_mel_N16_F8_O25_FL0p7,mel,16,8,25,0.7,1,3.151,1.7331,0.7438,10.633
mband_mel_N16_F8_O25_FL0p8,mel,16,8,25,0.8,1,3.1852,1.7321,0.7431,10.6718
mband_mel_N16_F8_O50_FL0p001,mel,16,8,50,0.001,1,3.2059,1.7694,0.7353,10.9134
mband_mel_N16_F8_O50_FL0p3,mel,16,8,50,0.3,1,3.2156,1.8324,0.7446,11.4254
mband_mel_N16_F8_O50_FL0p5,mel,16,8,50,0.5,1,3.2366,1.8531,0.744,11.4655
mband_mel_N16_F8_O50_FL0p7,mel,16,8,50,0.7,1,3.2852,1.8613,0.7435,11.3789
mband_mel_N16_F8_O50_FL0p8,mel,16,8,50,0.8,1,3.2025,1.8487,0.7459,11.3998
mband_mel_N16_F8_O75_FL0p001,mel,16,8,75,0.001,1,3.1541,1.8236,0.7373,11.4203
mband_mel_N16_F8_O75_FL0p3,mel,16,8,75,0.3,1,3.1132,1.865,0.7435,11.7247
mband_mel_N16_F8_O75_FL0p5,mel,16,8,75,0.5,1,3.1379,1.8665,0.7442,11.7724
mband_mel_N16_F8_O75_FL0p7,mel,16,8,75,0.7,1,3.1035,1.8627,0.7458,11.5651
mband_mel_N16_F8_O75_FL0p8,mel,16,8,75,0.8,1,3.1649,1.8624,0.747,11.9423
mband_mel_N4_F20_O25_FL0p001,mel,4,20,25,0.001,1,3.4855,1.6324,0.7292,8.4032
mband_mel_N4_F20_O25_FL0p3,mel,4,20,25,0.3,1,3.5546,1.6871,0.7384,8.9314
mband_mel_N4_F20_O25_FL0p5,mel,4,20,25,0.5,1,3.5407,1.6899,0.734,9.0007
mband_mel_N4_F20_O25_FL0p7,mel,4,20,25,0.7,1,3.4333,1.7068,0.7329,8.9041
mband_mel_N4_F20_O25_FL0p8,mel,4,20,25,0.8,1,3.4768,1.7117,0.7401,9.1189
mband_mel_N4_F20_O50_FL0p001,mel,4,20,50,0.001,1,3.4328,1.7946,0.736,10.1417
mband_mel_N4_F20_O50_FL0p3,mel,4,20,50,0.3,1,3.4986,1.8312,0.7435,10.4881
mband_mel_N4_F20_O50_FL0p5,mel,4,20,50,0.5,1,3.4038,1.8569,0.7392,10.6126
mband_mel_N4_F20_O50_FL0p7,mel,4,20,50,0.7,1,3.406,1.8747,0.7499,10.8343
mband_mel_N4_F20_O50_FL0p8,mel,4,20,50,0.8,1,3.4505,1.8498,0.7452,10.6048
mband_mel_N4_F20_O75_FL0p001,mel,4,20,75,0.001,1,3.1269,1.85,0.7459,10.8715
mband_mel_N4_F20_O75_FL0p3,mel,4,20,75,0.3,1,3.2227,1.893,0.7505,11.5842
mband_mel_N4_F20_O75_FL0p5,mel,4,20,75,0.5,1,3.2346,1.8984,0.752,11.6276
mband_mel_N4_F20_O75_FL0p7,mel,4,20,75,0.7,1,3.2556,1.9032,0.7484,11.9553
mband_mel_N4_F20_O75_FL0p8,mel,4,20,75,0.8,1,3.2241,1.8985,0.7505,11.6941
mband_mel_N4_F25_O25_FL0p001,mel,4,25,25,0.001,1,3.3928,1.5941,0.7285,7.9239
mband_mel_N4_F25_O25_FL0p3,mel,4,25,25,0.3,1,3.496,1.6238,0.7312,8.1564
mband_mel_N4_F25_O25_FL0p5,mel,4,25,25,0.5,1,3.516,1.6346,0.7344,8.3295
mband_mel_N4_F25_O25_FL0p7,mel,4,25,25,0.7,1,3.4997,1.6476,0.7336,8.4112
mband_mel_N4_F25_O25_FL0p8,mel,4,25,25,0.8,1,3.498,1.6573,0.7334,8.408
mband_mel_N4_F25_O50_FL0p001,mel,4,25,50,0.001,1,3.431,1.7627,0.734,9.7359
mband_mel_N4_F25_O50_FL0p3,mel,4,25,50,0.3,1,3.4506,1.7849,0.7387,9.9497
mband_mel_N4_F25_O50_FL0p5,mel,4,25,50,0.5,1,3.4255,1.8116,0.7395,10.187
mband_mel_N4_F25_O50_FL0p7,mel,4,25,50,0.7,1,3.4108,1.8102,0.7451,10.1451
mband_mel_N4_F25_O50_FL0p8,mel,4,25,50,0.8,1,3.4078,1.8083,0.7438,10.3396
mband_mel_N4_F25_O75_FL0p001,mel,4,25,75,0.001,1,3.1773,1.8409,0.7354,10.8463
mband_mel_N4_F25_O75_FL0p3,mel,4,25,75,0.3,1,3.2461,1.8648,0.7457,11.2709
mband_mel_N4_F25_O75_FL0p5,mel,4,25,75,0.5,1,3.2873,1.8624,0.7461,11.505
mband_mel_N4_F25_O75_FL0p7,mel,4,25,75,0.7,1,3.1778,1.8744,0.7475,11.4579
mband_mel_N4_F25_O75_FL0p8,mel,4,25,75,0.8,1,3.2275,1.872,0.7489,11.5243
mband_mel_N4_F8_O25_FL0p001,mel,4,8,25,0.001,1,3.2058,1.6497,0.7346,10.117
mband_mel_N4_F8_O25_FL0p3,mel,4,8,25,0.3,1,3.1057,1.706,0.7352,10.3836
mband_mel_N4_F8_O25_FL0p5,mel,4,8,25,0.5,1,3.1265,1.7237,0.7442,10.6732
mband_mel_N4_F8_O25_FL0p7,mel,4,8,25,0.7,1,3.0926,1.7189,0.7376,10.6157
mband_mel_N4_F8_O25_FL0p8,mel,4,8,25,0.8,1,3.1711,1.7224,0.7441,10.7435
mband_mel_N4_F8_O50_FL0p001,mel,4,8,50,0.001,1,3.239,1.8005,0.7312,10.9874
mband_mel_N4_F8_O50_FL0p3,mel,4,8,50,0.3,1,3.158,1.8478,0.7383,11.2291
mband_mel_N4_F8_O50_FL0p5,mel,4,8,50,0.5,1,3.1929,1.8422,0.7401,11.2105
mband_mel_N4_F8_O50_FL0p7,mel,4,8,50,0.7,1,3.2081,1.844,0.7391,11.2768
mband_mel_N4_F8_O50_FL0p8,mel,4,8,50,0.8,1,3.1501,1.8651,0.7419,11.6492
mband_mel_N4_F8_O75_FL0p001,mel,4,8,75,0.001,1,3.1514,1.8315,0.7332,11.3235
mband_mel_N4_F8_O75_FL0p3,mel,4,8,75,0.3,1,3.0953,1.88,0.7441,11.7756
mband_mel_N4_F8_O75_FL0p5,mel,4,8,75,0.5,1,3.1912,1.8753,0.7443,11.7169
mband_mel_N4_F8_O75_FL0p7,mel,4,8,75,0.7,1,3.18,1.8739,0.747,11.9613
mband_mel_N4_F8_O75_FL0p8,mel,4,8,75,0.8,1,3.1467,1.885,0.7447,11.9327
mband_mel_N8_F20_O25_FL0p001,mel,8,20,25,0.001,1,3.4733,1.6368,0.7281,8.6365
mband_mel_N8_F20_O25_FL0p3,mel,8,20,25,0.3,1,3.4672,1.683,0.7379,8.9454
mband_mel_N8_F20_O25_FL0p5,mel,8,20,25,0.5,1,3.3942,1.6953,0.7398,8.9456
mband_mel_N8_F20_O25_FL0p7,mel,8,20,25,0.7,1,3.3879,1.6969,0.7357,8.9665
mband_mel_N8_F20_O25_FL0p8,mel,8,20,25,0.8,1,3.4283,1.7049,0.7409,9.0373
mband_mel_N8_F20_O50_FL0p001,mel,8,20,50,0.001,1,3.3795,1.7993,0.7391,9.9584
mband_mel_N8_F20_O50_FL0p3,mel,8,20,50,0.3,1,3.393,1.8277,0.7457,10.5928
mband_mel_N8_F20_O50_FL0p5,mel,8,20,50,0.5,1,3.4515,1.8434,0.7408,10.6455
mband_mel_N8_F20_O50_FL0p7,mel,8,20,50,0.7,1,3.3835,1.8527,0.7414,10.6294
mband_mel_N8_F20_O50_FL0p8,mel,8,20,50,0.8,1,3.3994,1.8491,0.746,10.6386
mband_mel_N8_F20_O75_FL0p001,mel,8,20,75,0.001,1,3.1292,1.842,0.7417,10.9501
mband_mel_N8_F20_O75_FL0p3,mel,8,20,75,0.3,1,3.2251,1.8772,0.7471,11.5695
mband_mel_N8_F20_O75_FL0p5,mel,8,20,75,0.5,1,3.1559,1.8877,0.7447,11.7228
mband_mel_N8_F20_O75_FL0p7,mel,8,20,75,0.7,1,3.2124,1.9012,0.7511,11.7234
mband_mel_N8_F20_O75_FL0p8,mel,8,20,75,0.8,1,3.1689,1.8994,0.7471,11.7227
mband_mel_N8_F25_O25_FL0p001,mel,8,25,25,0.001,1,3.5404,1.5844,0.7247,8.028
mband_mel_N8_F25_O25_FL0p3,mel,8,25,25,0.3,1,3.5271,1.6294,0.7317,8.1068
mband_mel_N8_F25_O25_FL0p5,mel,8,25,25,0.5,1,3.4353,1.6423,0.7299,8.2099
mband_mel_N8_F25_O25_FL0p7,mel,8,25,25,0.7,1,3.4787,1.6418,0.7332,8.3324
mband_mel_N8_F25_O25_FL0p8,mel,8,25,25,0.8,1,3.4599,1.6586,0.7368,8.3839
mband_mel_N8_F25_O50_FL0p001,mel,8,25,50,0.001,1,3.4208,1.7389,0.733,9.617
mband_mel_N8_F25_O50_FL0p3,mel,8,25,50,0.3,1,3.4249,1.8013,0.7421,10.0768
mband_mel_N8_F25_O50_FL0p5,mel,8,25,50,0.5,1,3.3851,1.813,0.7407,10.1954
mband_mel_N8_F25_O50_FL0p7,mel,8,25,50,0.7,1,3.3626,1.7992,0.7463,10.2202
mband_mel_N8_F25_O50_FL0p8,mel,8,25,50,0.8,1,3.452,1.8307,0.7452,10.5007
mband_mel_N8_F25_O75_FL0p001,mel,8,25,75,0.001,1,3.1757,1.831,0.7379,10.6913
mband_mel_N8_F25_O75_FL0p3,mel,8,25,75,0.3,1,3.2883,1.8849,0.7494,11.28
mband_mel_N8_F25_O75_FL0p5,mel,8,25,75,0.5,1,3.2865,1.863,0.7467,11.4834
mband_mel_N8_F25_O75_FL0p7,mel,8,25,75,0.7,1,3.2586,1.889,0.7425,11.5485
mband_mel_N8_F25_O75_FL0p8,mel,8,25,75,0.8,1,3.2278,1.8627,0.7449,11.4794
mband_mel_N8_F8_O25_FL0p001,mel,8,8,25,0.001,1,3.1715,1.6476,0.7262,9.8892
mband_mel_N8_F8_O25_FL0p3,mel,8,8,25,0.3,1,3.1841,1.698,0.7406,10.2075
mband_mel_N8_F8_O25_FL0p5,mel,8,8,25,0.5,1,3.1217,1.7217,0.7411,10.5609
mband_mel_N8_F8_O25_FL0p7,mel,8,8,25,0.7,1,3.1814,1.7308,0.7423,10.6974
mband_mel_N8_F8_O25_FL0p8,mel,8,8,25,0.8,1,3.2174,1.7329,0.7456,10.9462
mband_mel_N8_F8_O50_FL0p001,mel,8,8,50,0.001,1,3.2065,1.7713,0.7283,10.8891
mband_mel_N8_F8_O50_FL0p3,mel,8,8,50,0.3,1,3.2578,1.8206,0.7392,11.0195
mband_mel_N8_F8_O50_FL0p5,mel,8,8,50,0.5,1,3.1823,1.8394,0.7413,11.262
mband_mel_N8_F8_O50_FL0p7,mel,8,8,50,0.7,1,3.167,1.8325,0.745,11.3367
mband_mel_N8_F8_O50_FL0p8,mel,8,8,50,0.8,1,3.1964,1.8418,0.7462,11.472
mband_mel_N8_F8_O75_FL0p001,mel,8,8,75,0.001,1,3.1575,1.8349,0.7412,11.5601
mband_mel_N8_F8_O75_FL0p3,mel,8,8,75,0.3,1,3.1605,1.8598,0.7462,11.9262
mband_mel_N8_F8_O75_FL0p5,mel,8,8,75,0.5,1,3.1042,1.8681,0.7405,11.6909
mband_mel_N8_F8_O75_FL0p7,mel,8,8,75,0.7,1,3.1199,1.8581,0.7416,11.7309
mband_mel_N8_F8_O75_FL0p8,mel,8,8,75,0.8,1,3.1639,1.8706,0.7419,11.6995
