Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,Subjective_Score,Balanced_Score,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr
mband_mel_N4_F25_O25_FL0p001,mel,4,25,25,0.001,1,0.5551,0.5863,0.5707,1.4971,0.7148,6.5328,2.9317
mband_mel_N4_F25_O25_FL0p02,mel,4,25,25,0.02,1,0.5521,0.5846,0.5683,1.493,0.7135,6.3232,2.9231
mband_mel_N4_F25_O25_FL0p2,mel,4,25,25,0.2,1,0.5383,0.5847,0.5615,1.3926,0.7209,5.4667,2.9233
mband_mel_N4_F25_O50_FL0p001,mel,4,25,50,0.001,1,0.5829,0.5756,0.5792,1.6461,0.7229,7.8947,2.8781
mband_mel_N4_F25_O50_FL0p02,mel,4,25,50,0.02,1,0.583,0.5778,0.5804,1.6281,0.724,7.9844,2.889
mband_mel_N4_F25_O50_FL0p2,mel,4,25,50,0.2,1,0.5623,0.5915,0.5769,1.4901,0.7289,6.7968,2.9577
mband_mel_N4_F25_O75_FL0p001,mel,4,25,75,0.001,1,0.5921,0.5295,0.5608,1.6718,0.7237,8.5461,2.6475
mband_mel_N4_F25_O75_FL0p02,mel,4,25,75,0.02,1,0.5922,0.5423,0.5672,1.6522,0.7267,8.5807,2.7117
mband_mel_N4_F25_O75_FL0p2,mel,4,25,75,0.2,1,0.5733,0.5689,0.5711,1.5016,0.7322,7.6246,2.8445
mband_mel_N4_F8_O25_FL0p001,mel,4,8,25,0.001,1,0.5614,0.5263,0.5438,1.4882,0.708,7.3558,2.6314
mband_mel_N4_F8_O25_FL0p02,mel,4,8,25,0.02,1,0.5619,0.5185,0.5402,1.4829,0.7147,7.2352,2.5926
mband_mel_N4_F8_O25_FL0p2,mel,4,8,25,0.2,1,0.5579,0.5613,0.5596,1.4334,0.7237,6.8994,2.8063
mband_mel_N4_F8_O50_FL0p001,mel,4,8,50,0.001,1,0.5771,0.4837,0.5304,1.5795,0.7111,8.1292,2.4185
mband_mel_N4_F8_O50_FL0p02,mel,4,8,50,0.02,1,0.5769,0.5048,0.5409,1.5645,0.7149,8.0871,2.5241
mband_mel_N4_F8_O50_FL0p2,mel,4,8,50,0.2,1,0.5678,0.5432,0.5555,1.4723,0.7266,7.4707,2.7158
mband_mel_N4_F8_O75_FL0p001,mel,4,8,75,0.001,1,0.571,0.4928,0.5319,1.5718,0.7119,7.6032,2.4639
mband_mel_N4_F8_O75_FL0p02,mel,4,8,75,0.02,1,0.5729,0.4977,0.5353,1.55,0.7152,7.8076,2.4887
mband_mel_N4_F8_O75_FL0p2,mel,4,8,75,0.2,1,0.5658,0.5227,0.5443,1.461,0.7259,7.3804,2.6136
mband_mel_N8_F20_O25_FL0p001,mel,8,20,25,0.001,1,0.5675,0.5646,0.566,1.5727,0.7173,7.1172,2.8229
mband_mel_N8_F20_O25_FL0p02,mel,8,20,25,0.02,1,0.564,0.5687,0.5664,1.5639,0.7164,6.8868,2.8437
mband_mel_N8_F20_O25_FL0p2,mel,8,20,25,0.2,1,0.5508,0.5944,0.5726,1.4361,0.7253,6.1977,2.972
mband_mel_N8_F20_O50_FL0p001,mel,8,20,50,0.001,1,0.5898,0.5583,0.5741,1.6747,0.7232,8.3344,2.7917
mband_mel_N8_F20_O50_FL0p02,mel,8,20,50,0.02,1,0.5872,0.5551,0.5711,1.6506,0.7244,8.2139,2.7753
mband_mel_N8_F20_O50_FL0p2,mel,8,20,50,0.2,1,0.5686,0.58,0.5743,1.5007,0.7282,7.3279,2.9
mband_mel_N8_F20_O75_FL0p001,mel,8,20,75,0.001,1,0.5941,0.5238,0.559,1.681,0.7217,8.7358,2.619
mband_mel_N8_F20_O75_FL0p02,mel,8,20,75,0.02,1,0.5933,0.5099,0.5516,1.6524,0.7237,8.7668,2.5496
mband_mel_N8_F20_O75_FL0p2,mel,8,20,75,0.2,1,0.5761,0.5545,0.5653,1.5114,0.7317,7.8313,2.7724
mband_mel_N8_F25_O25_FL0p001,mel,8,25,25,0.001,1,0.5568,0.5743,0.5655,1.5214,0.7139,6.5671,2.8715
mband_mel_N8_F25_O25_FL0p02,mel,8,25,25,0.02,1,0.5568,0.5701,0.5634,1.5134,0.7144,6.6019,2.8503
mband_mel_N8_F25_O25_FL0p2,mel,8,25,25,0.2,1,0.5386,0.5828,0.5607,1.3889,0.7184,5.5915,2.9142
mband_mel_N8_F25_O50_FL0p001,mel,8,25,50,0.001,1,0.5863,0.5715,0.5789,1.69,0.7202,8.0204,2.8573
mband_mel_N8_F25_O50_FL0p02,mel,8,25,50,0.02,1,0.5882,0.5868,0.5875,1.6482,0.7263,8.2582,2.9338
mband_mel_N8_F25_O50_FL0p2,mel,8,25,50,0.2,1,0.5653,0.5951,0.5802,1.4769,0.7287,7.1519,2.9755
mband_mel_N8_F25_O75_FL0p001,mel,8,25,75,0.001,1,0.596,0.5251,0.5606,1.6959,0.7235,8.7644,2.6253
mband_mel_N8_F25_O75_FL0p02,mel,8,25,75,0.02,1,0.5931,0.5223,0.5577,1.6561,0.7257,8.6722,2.6116
mband_mel_N8_F25_O75_FL0p2,mel,8,25,75,0.2,1,0.5744,0.5657,0.5701,1.5135,0.7263,7.8224,2.8287
mband_mel_N8_F8_O25_FL0p001,mel,8,8,25,0.001,1,0.5648,0.4959,0.5304,1.5064,0.7118,7.4442,2.4794
mband_mel_N8_F8_O25_FL0p02,mel,8,8,25,0.02,1,0.5587,0.5028,0.5308,1.4799,0.7079,7.1715,2.5139
mband_mel_N8_F8_O25_FL0p2,mel,8,8,25,0.2,1,0.5584,0.5601,0.5593,1.4259,0.7238,6.9903,2.8005
mband_mel_N8_F8_O50_FL0p001,mel,8,8,50,0.001,1,0.5742,0.4742,0.5242,1.5716,0.712,7.8893,2.3708
mband_mel_N8_F8_O50_FL0p02,mel,8,8,50,0.02,1,0.5764,0.5039,0.5401,1.5864,0.7153,7.8957,2.5195
mband_mel_N8_F8_O50_FL0p2,mel,8,8,50,0.2,1,0.5645,0.5521,0.5583,1.4687,0.7241,7.2641,2.7605
mband_mel_N8_F8_O75_FL0p001,mel,8,8,75,0.001,1,0.5726,0.4842,0.5284,1.5552,0.7119,7.8477,2.4209
mband_mel_N8_F8_O75_FL0p02,mel,8,8,75,0.02,1,0.5759,0.4856,0.5307,1.5438,0.7176,8.04,2.428
mband_mel_N8_F8_O75_FL0p2,mel,8,8,75,0.2,1,0.5656,0.529,0.5473,1.4749,0.7253,7.3013,2.6452
